Loading PyTorch/Python3.11
  Loading requirement: Python/Python3.11 cuda/cuda-11.6
[Gen 451 | Timestep 0] Prompt Length: 7 | Generated Tokens: 8015 | Reward: -33849
[Gen 480 | Timestep 15] Prompt Length: 7 | Generated Tokens: 16268 | Reward: 15669
[Gen 480 | Timestep 16] Prompt Length: 7 | Generated Tokens: 9307 | Reward: -26097
[Gen 480 | Timestep 17] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 480 | Timestep 18] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 480 | Timestep 19] Prompt Length: 7 | Generated Tokens: 377 | Reward: -79677
Generation 480 SUMMARY: {"generation": 480, "population": [{"prompt_length": 7, "reward": 15513}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -41703}, {"prompt_length": 7, "reward": -48483}, {"prompt_length": 7, "reward": -55995}, {"prompt_length": 7, "reward": -44811}, {"prompt_length": 7, "reward": -50745}, {"prompt_length": 7, "reward": -38223}, {"prompt_length": 7, "reward": -9339}, {"prompt_length": 7, "reward": -52611}, {"prompt_length": 7, "reward": -70743}, {"prompt_length": 7, "reward": -29997}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -68265}, {"prompt_length": 7, "reward": -23505}, {"prompt_length": 7, "reward": 15669}, {"prompt_length": 7, "reward": -26097}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -79677}], "best_reward": 16374, "average_reward": -27176.6}
--- End of Generation 480 ---

[Gen 481 | Timestep 0] Prompt Length: 7 | Generated Tokens: 4528 | Reward: -54771
[Gen 481 | Timestep 1] Prompt Length: 7 | Generated Tokens: 8285 | Reward: -32229
[Gen 481 | Timestep 2] Prompt Length: 7 | Generated Tokens: 8964 | Reward: -28155
[Gen 481 | Timestep 3] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 481 | Timestep 4] Prompt Length: 7 | Generated Tokens: 5342 | Reward: -49887
[Gen 481 | Timestep 5] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 481 | Timestep 6] Prompt Length: 7 | Generated Tokens: 2497 | Reward: -66957
[Gen 481 | Timestep 7] Prompt Length: 7 | Generated Tokens: 4039 | Reward: -57705
[Gen 481 | Timestep 8] Prompt Length: 7 | Generated Tokens: 15351 | Reward: 10167
[Gen 481 | Timestep 9] Prompt Length: 7 | Generated Tokens: 5499 | Reward: -48945
[Gen 481 | Timestep 10] Prompt Length: 7 | Generated Tokens: 2975 | Reward: -64089
[Gen 481 | Timestep 11] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 481 | Timestep 12] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 481 | Timestep 13] Prompt Length: 7 | Generated Tokens: 6318 | Reward: -44031
[Gen 481 | Timestep 14] Prompt Length: 7 | Generated Tokens: 6620 | Reward: -42219
[Gen 481 | Timestep 15] Prompt Length: 7 | Generated Tokens: 4214 | Reward: -56655
[Gen 481 | Timestep 16] Prompt Length: 7 | Generated Tokens: 1856 | Reward: -70803
[Gen 481 | Timestep 17] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 481 | Timestep 18] Prompt Length: 7 | Generated Tokens: 5618 | Reward: -48231
[Gen 481 | Timestep 19] Prompt Length: 7 | Generated Tokens: 2097 | Reward: -69357
Generation 481 SUMMARY: {"generation": 481, "population": [{"prompt_length": 7, "reward": -54771}, {"prompt_length": 7, "reward": -32229}, {"prompt_length": 7, "reward": -28155}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -49887}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -66957}, {"prompt_length": 7, "reward": -57705}, {"prompt_length": 7, "reward": 10167}, {"prompt_length": 7, "reward": -48945}, {"prompt_length": 7, "reward": -64089}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -44031}, {"prompt_length": 7, "reward": -42219}, {"prompt_length": 7, "reward": -56655}, {"prompt_length": 7, "reward": -70803}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -48231}, {"prompt_length": 7, "reward": -69357}], "best_reward": 16374, "average_reward": -32100.85}
--- End of Generation 481 ---

[Gen 482 | Timestep 0] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 482 | Timestep 1] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 482 | Timestep 2] Prompt Length: 7 | Generated Tokens: 4466 | Reward: -55143
[Gen 482 | Timestep 3] Prompt Length: 7 | Generated Tokens: 7823 | Reward: -35001
[Gen 482 | Timestep 4] Prompt Length: 7 | Generated Tokens: 565 | Reward: -78549
[Gen 482 | Timestep 5] Prompt Length: 7 | Generated Tokens: 4915 | Reward: -52449
[Gen 482 | Timestep 6] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 482 | Timestep 7] Prompt Length: 7 | Generated Tokens: 126 | Reward: -81183
[Gen 482 | Timestep 8] Prompt Length: 7 | Generated Tokens: 149 | Reward: -81045
[Gen 482 | Timestep 9] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 482 | Timestep 10] Prompt Length: 7 | Generated Tokens: 12669 | Reward: -5925
[Gen 482 | Timestep 11] Prompt Length: 7 | Generated Tokens: 913 | Reward: -76461
[Gen 482 | Timestep 12] Prompt Length: 7 | Generated Tokens: 5487 | Reward: -49017
[Gen 482 | Timestep 13] Prompt Length: 7 | Generated Tokens: 2270 | Reward: -68319
[Gen 482 | Timestep 14] Prompt Length: 7 | Generated Tokens: 1314 | Reward: -74055
[Gen 482 | Timestep 15] Prompt Length: 7 | Generated Tokens: 1569 | Reward: -72525
[Gen 482 | Timestep 16] Prompt Length: 7 | Generated Tokens: 1935 | Reward: -70329
[Gen 482 | Timestep 17] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 482 | Timestep 18] Prompt Length: 7 | Generated Tokens: 7368 | Reward: -37731
[Gen 482 | Timestep 19] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
Generation 482 SUMMARY: {"generation": 482, "population": [{"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -55143}, {"prompt_length": 7, "reward": -35001}, {"prompt_length": 7, "reward": -78549}, {"prompt_length": 7, "reward": -52449}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -81183}, {"prompt_length": 7, "reward": -81045}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -5925}, {"prompt_length": 7, "reward": -76461}, {"prompt_length": 7, "reward": -49017}, {"prompt_length": 7, "reward": -68319}, {"prompt_length": 7, "reward": -74055}, {"prompt_length": 7, "reward": -72525}, {"prompt_length": 7, "reward": -70329}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -37731}, {"prompt_length": 7, "reward": 16370}], "best_reward": 16374, "average_reward": -36975.6}
--- End of Generation 482 ---

[Gen 483 | Timestep 0] Prompt Length: 7 | Generated Tokens: 9887 | Reward: -22617
[Gen 483 | Timestep 1] Prompt Length: 7 | Generated Tokens: 9377 | Reward: -25677
[Gen 483 | Timestep 2] Prompt Length: 7 | Generated Tokens: 5461 | Reward: -49173
[Gen 483 | Timestep 3] Prompt Length: 7 | Generated Tokens: 9651 | Reward: -24033
[Gen 483 | Timestep 4] Prompt Length: 7 | Generated Tokens: 2743 | Reward: -65481
[Gen 483 | Timestep 5] Prompt Length: 7 | Generated Tokens: 4232 | Reward: -56547
[Gen 483 | Timestep 6] Prompt Length: 7 | Generated Tokens: 8962 | Reward: -28167
[Gen 483 | Timestep 7] Prompt Length: 7 | Generated Tokens: 9709 | Reward: -23685
[Gen 483 | Timestep 8] Prompt Length: 7 | Generated Tokens: 1269 | Reward: -74325
[Gen 483 | Timestep 9] Prompt Length: 7 | Generated Tokens: 16356 | Reward: 16197
[Gen 483 | Timestep 10] Prompt Length: 7 | Generated Tokens: 8381 | Reward: -31653
[Gen 483 | Timestep 11] Prompt Length: 7 | Generated Tokens: 7203 | Reward: -38721
[Gen 483 | Timestep 12] Prompt Length: 7 | Generated Tokens: 1471 | Reward: -73113
[Gen 483 | Timestep 13] Prompt Length: 7 | Generated Tokens: 2110 | Reward: -69279
[Gen 483 | Timestep 14] Prompt Length: 7 | Generated Tokens: 6617 | Reward: -42237
[Gen 483 | Timestep 15] Prompt Length: 7 | Generated Tokens: 15053 | Reward: 8379
[Gen 483 | Timestep 16] Prompt Length: 7 | Generated Tokens: 1045 | Reward: -75669
[Gen 483 | Timestep 17] Prompt Length: 7 | Generated Tokens: 8618 | Reward: -30231
[Gen 483 | Timestep 18] Prompt Length: 7 | Generated Tokens: 9881 | Reward: -22653
[Gen 483 | Timestep 19] Prompt Length: 7 | Generated Tokens: 652 | Reward: -78027
Generation 483 SUMMARY: {"generation": 483, "population": [{"prompt_length": 7, "reward": -22617}, {"prompt_length": 7, "reward": -25677}, {"prompt_length": 7, "reward": -49173}, {"prompt_length": 7, "reward": -24033}, {"prompt_length": 7, "reward": -65481}, {"prompt_length": 7, "reward": -56547}, {"prompt_length": 7, "reward": -28167}, {"prompt_length": 7, "reward": -23685}, {"prompt_length": 7, "reward": -74325}, {"prompt_length": 7, "reward": 16197}, {"prompt_length": 7, "reward": -31653}, {"prompt_length": 7, "reward": -38721}, {"prompt_length": 7, "reward": -73113}, {"prompt_length": 7, "reward": -69279}, {"prompt_length": 7, "reward": -42237}, {"prompt_length": 7, "reward": 8379}, {"prompt_length": 7, "reward": -75669}, {"prompt_length": 7, "reward": -30231}, {"prompt_length": 7, "reward": -22653}, {"prompt_length": 7, "reward": -78027}], "best_reward": 16374, "average_reward": -40335.6}
--- End of Generation 483 ---

[Gen 484 | Timestep 0] Prompt Length: 7 | Generated Tokens: 2747 | Reward: -65457
[Gen 484 | Timestep 1] Prompt Length: 7 | Generated Tokens: 1194 | Reward: -74775
[Gen 484 | Timestep 2] Prompt Length: 7 | Generated Tokens: 9197 | Reward: -26757
[Gen 484 | Timestep 3] Prompt Length: 7 | Generated Tokens: 2646 | Reward: -66063
[Gen 484 | Timestep 4] Prompt Length: 7 | Generated Tokens: 14511 | Reward: 5127
[Gen 484 | Timestep 5] Prompt Length: 7 | Generated Tokens: 4181 | Reward: -56853
[Gen 484 | Timestep 6] Prompt Length: 7 | Generated Tokens: 7535 | Reward: -36729
[Gen 484 | Timestep 7] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 484 | Timestep 8] Prompt Length: 7 | Generated Tokens: 6188 | Reward: -44811
[Gen 484 | Timestep 9] Prompt Length: 7 | Generated Tokens: 12749 | Reward: -5445
[Gen 484 | Timestep 10] Prompt Length: 7 | Generated Tokens: 1195 | Reward: -74769
[Gen 484 | Timestep 11] Prompt Length: 7 | Generated Tokens: 4205 | Reward: -56709
[Gen 484 | Timestep 12] Prompt Length: 7 | Generated Tokens: 951 | Reward: -76233
[Gen 484 | Timestep 13] Prompt Length: 7 | Generated Tokens: 920 | Reward: -76419
[Gen 484 | Timestep 14] Prompt Length: 7 | Generated Tokens: 7351 | Reward: -37833
[Gen 484 | Timestep 15] Prompt Length: 7 | Generated Tokens: 2951 | Reward: -64233
[Gen 484 | Timestep 16] Prompt Length: 7 | Generated Tokens: 7027 | Reward: -39777
[Gen 484 | Timestep 17] Prompt Length: 7 | Generated Tokens: 2356 | Reward: -67803
[Gen 484 | Timestep 18] Prompt Length: 7 | Generated Tokens: 1720 | Reward: -71619
[Gen 484 | Timestep 19] Prompt Length: 7 | Generated Tokens: 1824 | Reward: -70995
Generation 484 SUMMARY: {"generation": 484, "population": [{"prompt_length": 7, "reward": -65457}, {"prompt_length": 7, "reward": -74775}, {"prompt_length": 7, "reward": -26757}, {"prompt_length": 7, "reward": -66063}, {"prompt_length": 7, "reward": 5127}, {"prompt_length": 7, "reward": -56853}, {"prompt_length": 7, "reward": -36729}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -44811}, {"prompt_length": 7, "reward": -5445}, {"prompt_length": 7, "reward": -74769}, {"prompt_length": 7, "reward": -56709}, {"prompt_length": 7, "reward": -76233}, {"prompt_length": 7, "reward": -76419}, {"prompt_length": 7, "reward": -37833}, {"prompt_length": 7, "reward": -64233}, {"prompt_length": 7, "reward": -39777}, {"prompt_length": 7, "reward": -67803}, {"prompt_length": 7, "reward": -71619}, {"prompt_length": 7, "reward": -70995}], "best_reward": 16374, "average_reward": -49589.15}
--- End of Generation 484 ---

[Gen 485 | Timestep 0] Prompt Length: 7 | Generated Tokens: 5188 | Reward: -50811
[Gen 485 | Timestep 1] Prompt Length: 7 | Generated Tokens: 2638 | Reward: -66111
[Gen 485 | Timestep 2] Prompt Length: 7 | Generated Tokens: 2408 | Reward: -67491
[Gen 485 | Timestep 3] Prompt Length: 7 | Generated Tokens: 2661 | Reward: -65973
[Gen 485 | Timestep 4] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 485 | Timestep 5] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 485 | Timestep 6] Prompt Length: 7 | Generated Tokens: 15296 | Reward: 9837
[Gen 485 | Timestep 7] Prompt Length: 7 | Generated Tokens: 2429 | Reward: -67365
[Gen 485 | Timestep 8] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 485 | Timestep 9] Prompt Length: 7 | Generated Tokens: 6920 | Reward: -40419
[Gen 485 | Timestep 10] Prompt Length: 7 | Generated Tokens: 4580 | Reward: -54459
[Gen 485 | Timestep 11] Prompt Length: 7 | Generated Tokens: 4787 | Reward: -53217
[Gen 485 | Timestep 12] Prompt Length: 7 | Generated Tokens: 7691 | Reward: -35793
[Gen 485 | Timestep 13] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 485 | Timestep 14] Prompt Length: 7 | Generated Tokens: 3294 | Reward: -62175
[Gen 485 | Timestep 15] Prompt Length: 7 | Generated Tokens: 3418 | Reward: -61431
[Gen 485 | Timestep 16] Prompt Length: 7 | Generated Tokens: 10349 | Reward: -19845
[Gen 485 | Timestep 17] Prompt Length: 7 | Generated Tokens: 2958 | Reward: -64191
[Gen 485 | Timestep 18] Prompt Length: 7 | Generated Tokens: 13282 | Reward: -2247
[Gen 485 | Timestep 19] Prompt Length: 7 | Generated Tokens: 5675 | Reward: -47889
Generation 485 SUMMARY: {"generation": 485, "population": [{"prompt_length": 7, "reward": -50811}, {"prompt_length": 7, "reward": -66111}, {"prompt_length": 7, "reward": -67491}, {"prompt_length": 7, "reward": -65973}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 9837}, {"prompt_length": 7, "reward": -67365}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -40419}, {"prompt_length": 7, "reward": -54459}, {"prompt_length": 7, "reward": -53217}, {"prompt_length": 7, "reward": -35793}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -62175}, {"prompt_length": 7, "reward": -61431}, {"prompt_length": 7, "reward": -19845}, {"prompt_length": 7, "reward": -64191}, {"prompt_length": 7, "reward": -2247}, {"prompt_length": 7, "reward": -47889}], "best_reward": 16374, "average_reward": -34205.0}
--- End of Generation 485 ---

[Gen 486 | Timestep 0] Prompt Length: 7 | Generated Tokens: 11889 | Reward: -10605
[Gen 486 | Timestep 1] Prompt Length: 7 | Generated Tokens: 6066 | Reward: -45543
[Gen 486 | Timestep 2] Prompt Length: 7 | Generated Tokens: 2636 | Reward: -66123
[Gen 486 | Timestep 3] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 4] Prompt Length: 7 | Generated Tokens: 11912 | Reward: -10467
[Gen 486 | Timestep 5] Prompt Length: 7 | Generated Tokens: 5636 | Reward: -48123
[Gen 486 | Timestep 6] Prompt Length: 7 | Generated Tokens: 2245 | Reward: -68469
[Gen 486 | Timestep 7] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 8] Prompt Length: 7 | Generated Tokens: 6600 | Reward: -42339
[Gen 486 | Timestep 9] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 486 | Timestep 10] Prompt Length: 7 | Generated Tokens: 2046 | Reward: -69663
[Gen 486 | Timestep 11] Prompt Length: 7 | Generated Tokens: 5380 | Reward: -49659
[Gen 486 | Timestep 12] Prompt Length: 7 | Generated Tokens: 3773 | Reward: -59301
[Gen 486 | Timestep 13] Prompt Length: 7 | Generated Tokens: 1043 | Reward: -75681
[Gen 486 | Timestep 14] Prompt Length: 7 | Generated Tokens: 4569 | Reward: -54525
[Gen 486 | Timestep 15] Prompt Length: 7 | Generated Tokens: 12589 | Reward: -6405
[Gen 486 | Timestep 16] Prompt Length: 7 | Generated Tokens: 16342 | Reward: 16113
[Gen 486 | Timestep 17] Prompt Length: 7 | Generated Tokens: 13391 | Reward: -1593
[Gen 486 | Timestep 18] Prompt Length: 7 | Generated Tokens: 16177 | Reward: 15123
[Gen 486 | Timestep 19] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
Generation 486 SUMMARY: {"generation": 486, "population": [{"prompt_length": 7, "reward": -10605}, {"prompt_length": 7, "reward": -45543}, {"prompt_length": 7, "reward": -66123}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -10467}, {"prompt_length": 7, "reward": -48123}, {"prompt_length": 7, "reward": -68469}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -42339}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -69663}, {"prompt_length": 7, "reward": -49659}, {"prompt_length": 7, "reward": -59301}, {"prompt_length": 7, "reward": -75681}, {"prompt_length": 7, "reward": -54525}, {"prompt_length": 7, "reward": -6405}, {"prompt_length": 7, "reward": 16113}, {"prompt_length": 7, "reward": -1593}, {"prompt_length": 7, "reward": 15123}, {"prompt_length": 7, "reward": 16370}], "best_reward": 16374, "average_reward": -25589.0}
--- End of Generation 486 ---

[Gen 487 | Timestep 0] Prompt Length: 7 | Generated Tokens: 3344 | Reward: -61875
[Gen 487 | Timestep 1] Prompt Length: 7 | Generated Tokens: 8744 | Reward: -29475
[Gen 487 | Timestep 2] Prompt Length: 7 | Generated Tokens: 8405 | Reward: -31509
[Gen 487 | Timestep 3] Prompt Length: 7 | Generated Tokens: 7428 | Reward: -37371
[Gen 487 | Timestep 4] Prompt Length: 7 | Generated Tokens: 6115 | Reward: -45249
[Gen 487 | Timestep 5] Prompt Length: 7 | Generated Tokens: 1281 | Reward: -74253
[Gen 487 | Timestep 6] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 7] Prompt Length: 7 | Generated Tokens: 433 | Reward: -79341
[Gen 487 | Timestep 8] Prompt Length: 7 | Generated Tokens: 1461 | Reward: -73173
[Gen 487 | Timestep 9] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 10] Prompt Length: 7 | Generated Tokens: 10160 | Reward: -20979
[Gen 487 | Timestep 11] Prompt Length: 7 | Generated Tokens: 3141 | Reward: -63093
[Gen 487 | Timestep 12] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 13] Prompt Length: 7 | Generated Tokens: 6435 | Reward: -43329
[Gen 487 | Timestep 14] Prompt Length: 7 | Generated Tokens: 7523 | Reward: -36801
[Gen 487 | Timestep 15] Prompt Length: 7 | Generated Tokens: 5306 | Reward: -50103
[Gen 487 | Timestep 16] Prompt Length: 7 | Generated Tokens: 4778 | Reward: -53271
[Gen 487 | Timestep 17] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 487 | Timestep 18] Prompt Length: 7 | Generated Tokens: 1017 | Reward: -75837
[Gen 487 | Timestep 19] Prompt Length: 7 | Generated Tokens: 11843 | Reward: -10881
Generation 487 SUMMARY: {"generation": 487, "population": [{"prompt_length": 7, "reward": -61875}, {"prompt_length": 7, "reward": -29475}, {"prompt_length": 7, "reward": -31509}, {"prompt_length": 7, "reward": -37371}, {"prompt_length": 7, "reward": -45249}, {"prompt_length": 7, "reward": -74253}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -79341}, {"prompt_length": 7, "reward": -73173}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -20979}, {"prompt_length": 7, "reward": -63093}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -43329}, {"prompt_length": 7, "reward": -36801}, {"prompt_length": 7, "reward": -50103}, {"prompt_length": 7, "reward": -53271}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -75837}, {"prompt_length": 7, "reward": -10881}], "best_reward": 16374, "average_reward": -36053.0}
--- End of Generation 487 ---

[Gen 488 | Timestep 0] Prompt Length: 7 | Generated Tokens: 1339 | Reward: -73905
[Gen 488 | Timestep 1] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 2] Prompt Length: 7 | Generated Tokens: 11766 | Reward: -11343
[Gen 488 | Timestep 3] Prompt Length: 7 | Generated Tokens: 2232 | Reward: -68547
[Gen 488 | Timestep 4] Prompt Length: 7 | Generated Tokens: 11884 | Reward: -10635
[Gen 488 | Timestep 5] Prompt Length: 7 | Generated Tokens: 8427 | Reward: -31377
[Gen 488 | Timestep 6] Prompt Length: 7 | Generated Tokens: 2266 | Reward: -68343
[Gen 488 | Timestep 7] Prompt Length: 7 | Generated Tokens: 5586 | Reward: -48423
[Gen 488 | Timestep 8] Prompt Length: 7 | Generated Tokens: 8955 | Reward: -28209
[Gen 488 | Timestep 9] Prompt Length: 7 | Generated Tokens: 2950 | Reward: -64239
[Gen 488 | Timestep 10] Prompt Length: 7 | Generated Tokens: 10642 | Reward: -18087
[Gen 488 | Timestep 11] Prompt Length: 7 | Generated Tokens: 11102 | Reward: -15327
[Gen 488 | Timestep 12] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 13] Prompt Length: 7 | Generated Tokens: 14577 | Reward: 5523
[Gen 488 | Timestep 14] Prompt Length: 7 | Generated Tokens: 2913 | Reward: -64461
[Gen 488 | Timestep 15] Prompt Length: 7 | Generated Tokens: 1916 | Reward: -70443
[Gen 488 | Timestep 16] Prompt Length: 7 | Generated Tokens: 14616 | Reward: 5757
[Gen 488 | Timestep 17] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 488 | Timestep 18] Prompt Length: 7 | Generated Tokens: 10595 | Reward: -18369
[Gen 488 | Timestep 19] Prompt Length: 7 | Generated Tokens: 1608 | Reward: -72291
Generation 488 SUMMARY: {"generation": 488, "population": [{"prompt_length": 7, "reward": -73905}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -11343}, {"prompt_length": 7, "reward": -68547}, {"prompt_length": 7, "reward": -10635}, {"prompt_length": 7, "reward": -31377}, {"prompt_length": 7, "reward": -68343}, {"prompt_length": 7, "reward": -48423}, {"prompt_length": 7, "reward": -28209}, {"prompt_length": 7, "reward": -64239}, {"prompt_length": 7, "reward": -18087}, {"prompt_length": 7, "reward": -15327}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": 5523}, {"prompt_length": 7, "reward": -64461}, {"prompt_length": 7, "reward": -70443}, {"prompt_length": 7, "reward": 5757}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -18369}, {"prompt_length": 7, "reward": -72291}], "best_reward": 16374, "average_reward": -30180.45}
--- End of Generation 488 ---

[Gen 489 | Timestep 0] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 489 | Timestep 1] Prompt Length: 7 | Generated Tokens: 2607 | Reward: -66297
[Gen 489 | Timestep 2] Prompt Length: 7 | Generated Tokens: 10664 | Reward: -17955
[Gen 489 | Timestep 3] Prompt Length: 7 | Generated Tokens: 7510 | Reward: -36879
[Gen 489 | Timestep 4] Prompt Length: 7 | Generated Tokens: 3036 | Reward: -63723
[Gen 489 | Timestep 5] Prompt Length: 7 | Generated Tokens: 4930 | Reward: -52359
[Gen 489 | Timestep 6] Prompt Length: 7 | Generated Tokens: 9388 | Reward: -25611
[Gen 489 | Timestep 7] Prompt Length: 7 | Generated Tokens: 1347 | Reward: -73857
[Gen 489 | Timestep 8] Prompt Length: 7 | Generated Tokens: 633 | Reward: -78141
[Gen 489 | Timestep 9] Prompt Length: 7 | Generated Tokens: 7672 | Reward: -35907
[Gen 489 | Timestep 10] Prompt Length: 7 | Generated Tokens: 10882 | Reward: -16647
[Gen 489 | Timestep 11] Prompt Length: 7 | Generated Tokens: 4453 | Reward: -55221
[Gen 489 | Timestep 12] Prompt Length: 7 | Generated Tokens: 16384 | Reward: 16370
[Gen 489 | Timestep 13] Prompt Length: 7 | Generated Tokens: 12012 | Reward: -9867
[Gen 489 | Timestep 14] Prompt Length: 7 | Generated Tokens: 10987 | Reward: -16017
[Gen 489 | Timestep 15] Prompt Length: 7 | Generated Tokens: 14867 | Reward: 7263
[Gen 489 | Timestep 16] Prompt Length: 7 | Generated Tokens: 4466 | Reward: -55143
[Gen 489 | Timestep 17] Prompt Length: 7 | Generated Tokens: 6820 | Reward: -41019
[Gen 489 | Timestep 18] Prompt Length: 7 | Generated Tokens: 6292 | Reward: -44187
[Gen 489 | Timestep 19] Prompt Length: 7 | Generated Tokens: 6797 | Reward: -41157
Generation 489 SUMMARY: {"generation": 489, "population": [{"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -66297}, {"prompt_length": 7, "reward": -17955}, {"prompt_length": 7, "reward": -36879}, {"prompt_length": 7, "reward": -63723}, {"prompt_length": 7, "reward": -52359}, {"prompt_length": 7, "reward": -25611}, {"prompt_length": 7, "reward": -73857}, {"prompt_length": 7, "reward": -78141}, {"prompt_length": 7, "reward": -35907}, {"prompt_length": 7, "reward": -16647}, {"prompt_length": 7, "reward": -55221}, {"prompt_length": 7, "reward": 16370}, {"prompt_length": 7, "reward": -9867}, {"prompt_length": 7, "reward": -16017}, {"prompt_length": 7, "reward": 7263}, {"prompt_length": 7, "reward": -55143}, {"prompt_length": 7, "reward": -41019}, {"prompt_length": 7, "reward": -44187}, {"prompt_length": 7, "reward": -41157}], "best_reward": 16374, "average_reward": -34499.2}
--- End of Generation 489 ---

[Gen 490 | Timestep 0] Prompt Length: 7 | Generated Tokens: 147 | Reward: -81057
[Gen 490 | Timestep 1] Prompt Length: 7 | Generated Tokens: 12761 | Reward: -5373
[Gen 490 | Timestep 2] Prompt Length: 7 | Generated Tokens: 1638 | Reward: -72111
[Gen 490 | Timestep 3] Prompt Length: 7 | Generated Tokens: 1809 | Reward: -71085
[Gen 490 | Timestep 4] Prompt Length: 7 | Generated Tokens: 5571 | Reward: -48513
[Gen 490 | Timestep 5] Prompt Length: 7 | Generated Tokens: 3823 | Reward: -59001
[Gen 490 | Timestep 6] Prompt Length: 7 | Generated Tokens: 1264 | Reward: -74355
[Gen 490 | Timestep 7] Prompt Length: 7 | Generated Tokens: 2183 | Reward: -68841
[Gen 490 | Timestep 8] Prompt Length: 7 | Generated Tokens: 3741 | Reward: -59493
[Gen 490 | Timestep 9] Prompt Length: 7 | Generated Tokens: 8107 | Reward: -33297
[Gen 490 | Timestep 10] Prompt Length: 7 | Generated Tokens: 8314 | Reward: -32055
[Gen 490 | Timestep 11] Prompt Length: 7 | Generated Tokens: 3919 | Reward: -58425
